country	group	value	ranking	name
CHE	Customer and Personal Service	0.520188	2	"Legal, social & cultural associate professionals"
CHE	Customer and Personal Service	0.493438	3	General & keyboard clerks
CHE	Customer and Personal Service	0.4769015	4	ICT technicians
CHE	Customer and Personal Service	0.4690035	5	Street sales and service & refuse workers
CYP	Customer and Personal Service	0.6009434	2	Customer services clerks
CYP	Customer and Personal Service	0.5597212	3	Sales workers
CYP	Customer and Personal Service	0.5216606	4	Managers
CYP	Customer and Personal Service	0.520188	5	"Legal, social & cultural associate professionals"
CZE	Customer and Personal Service	0.6091657	2	Health professionals
CZE	Customer and Personal Service	0.6009434	3	Customer services clerks
CZE	Customer and Personal Service	0.5216606	4	Managers
CZE	Customer and Personal Service	0.5152097	5	Business & admin professionals
DEU	Customer and Personal Service	0.6009434	2	Customer services clerks
DEU	Customer and Personal Service	0.5597212	3	Sales workers
DEU	Customer and Personal Service	0.5216606	4	Managers
DEU	Customer and Personal Service	0.520188	5	"Legal, social & cultural associate professionals"
DNK	Customer and Personal Service	0.6009434	2	Customer services clerks
DNK	Customer and Personal Service	0.5597212	3	Sales workers
DNK	Customer and Personal Service	0.520188	4	"Legal, social & cultural associate professionals"
DNK	Customer and Personal Service	0.5152097	5	Business & admin professionals
EST	Customer and Personal Service	0.6091657	2	Health professionals
EST	Customer and Personal Service	0.6009434	3	Customer services clerks
EST	Customer and Personal Service	0.5216606	4	Managers
EST	Customer and Personal Service	0.520188	5	"Legal, social & cultural associate professionals"
GRC	Customer and Personal Service	0.6091657	2	Health professionals
GRC	Customer and Personal Service	0.6009434	3	Customer services clerks
GRC	Customer and Personal Service	0.5152097	4	Business & admin professionals
GRC	Customer and Personal Service	0.4982737	5	Business & admin associate professionals
ESP	Customer and Personal Service	0.6091657	2	Health professionals
ESP	Customer and Personal Service	0.5597212	3	Sales workers
ESP	Customer and Personal Service	0.5152097	4	Business & admin professionals
ESP	Customer and Personal Service	0.4982737	5	Business & admin associate professionals
FIN	Customer and Personal Service	0.6091657	2	Health professionals
FIN	Customer and Personal Service	0.5216606	3	Managers
FIN	Customer and Personal Service	0.5152097	4	Business & admin professionals
FIN	Customer and Personal Service	0.4982737	5	Business & admin associate professionals
FRA	Customer and Personal Service	0.5216606	2	Managers
FRA	Customer and Personal Service	0.493438	3	General & keyboard clerks
FRA	Customer and Personal Service	0.4700079	4	Protective services workers
FRA	Customer and Personal Service	0.4690035	5	Street sales and service & refuse workers
HUN	Customer and Personal Service	0.6091657	2	Health professionals
HUN	Customer and Personal Service	0.5597212	3	Sales workers
HUN	Customer and Personal Service	0.520188	4	"Legal, social & cultural associate professionals"
HUN	Customer and Personal Service	0.4982737	5	Business & admin associate professionals
IRL	Customer and Personal Service	0.5597212	2	Sales workers
IRL	Customer and Personal Service	0.5216606	3	Managers
IRL	Customer and Personal Service	0.520188	4	"Legal, social & cultural associate professionals"
IRL	Customer and Personal Service	0.493438	5	General & keyboard clerks
ISL	Customer and Personal Service	0.5216606	2	Managers
ISL	Customer and Personal Service	0.520188	3	"Legal, social & cultural associate professionals"
ISL	Customer and Personal Service	0.5152097	4	Business & admin professionals
ISL	Customer and Personal Service	0.4982737	5	Business & admin associate professionals
ITA	Customer and Personal Service	0.6009434	2	Customer services clerks
ITA	Customer and Personal Service	0.5597212	3	Sales workers
ITA	Customer and Personal Service	0.5216606	4	Managers
ITA	Customer and Personal Service	0.520188	5	"Legal, social & cultural associate professionals"
LTU	Customer and Personal Service	0.6009434	2	Customer services clerks
LTU	Customer and Personal Service	0.5597212	3	Sales workers
LTU	Customer and Personal Service	0.4905247	4	Clerical support workers
LTU	Customer and Personal Service	0.4769015	5	ICT technicians
LUX	Customer and Personal Service	0.6091657	2	Health professionals
LUX	Customer and Personal Service	0.5216606	3	Managers
LUX	Customer and Personal Service	0.5152097	4	Business & admin professionals
LUX	Customer and Personal Service	0.4982737	5	Business & admin associate professionals
LVA	Customer and Personal Service	0.6091657	2	Health professionals
LVA	Customer and Personal Service	0.6009434	3	Customer services clerks
LVA	Customer and Personal Service	0.5597212	4	Sales workers
LVA	Customer and Personal Service	0.5216606	5	Managers
NLD	Customer and Personal Service	0.6091657	2	Health professionals
NLD	Customer and Personal Service	0.6009434	3	Customer services clerks
NLD	Customer and Personal Service	0.5216606	4	Managers
NLD	Customer and Personal Service	0.5152097	5	Business & admin professionals
NOR	Customer and Personal Service	0.6091657	2	Health professionals
NOR	Customer and Personal Service	0.6009434	3	Customer services clerks
NOR	Customer and Personal Service	0.5597212	4	Sales workers
NOR	Customer and Personal Service	0.4905247	5	Clerical support workers
POL	Customer and Personal Service	0.6009434	2	Customer services clerks
POL	Customer and Personal Service	0.5597212	3	Sales workers
POL	Customer and Personal Service	0.4982737	4	Business & admin associate professionals
POL	Customer and Personal Service	0.493438	5	General & keyboard clerks
PRT	Customer and Personal Service	0.5597212	2	Sales workers
PRT	Customer and Personal Service	0.5216606	3	Managers
PRT	Customer and Personal Service	0.4982737	4	Business & admin associate professionals
PRT	Customer and Personal Service	0.4905247	5	Clerical support workers
ROU	Customer and Personal Service	0.5597212	2	Sales workers
ROU	Customer and Personal Service	0.5216606	3	Managers
ROU	Customer and Personal Service	0.520188	4	"Legal, social & cultural associate professionals"
ROU	Customer and Personal Service	0.5152097	5	Business & admin professionals
SWE	Customer and Personal Service	0.6091657	2	Health professionals
SWE	Customer and Personal Service	0.5216606	3	Managers
SWE	Customer and Personal Service	0.5152097	4	Business & admin professionals
SWE	Customer and Personal Service	0.4982737	5	Business & admin associate professionals
SVN	Customer and Personal Service	0.6091657	2	Health professionals
SVN	Customer and Personal Service	0.6009434	3	Customer services clerks
SVN	Customer and Personal Service	0.5597212	4	Sales workers
SVN	Customer and Personal Service	0.4982737	5	Business & admin associate professionals
SVK	Customer and Personal Service	0.6091657	2	Health professionals
SVK	Customer and Personal Service	0.6009434	3	Customer services clerks
SVK	Customer and Personal Service	0.5597212	4	Sales workers
SVK	Customer and Personal Service	0.5216606	5	Managers
GBR	Customer and Personal Service	0.6009434	2	Customer services clerks
GBR	Customer and Personal Service	0.5216606	3	Managers
GBR	Customer and Personal Service	0.4982737	4	Business & admin associate professionals
GBR	Customer and Personal Service	0.493438	5	General & keyboard clerks
ZAF	Customer and Personal Service	0.6009434	2	Customer services clerks
ZAF	Customer and Personal Service	0.520188	3	"Legal, social & cultural associate professionals"
ZAF	Customer and Personal Service	0.4982737	4	Business & admin associate professionals
ZAF	Customer and Personal Service	0.4905247	5	Clerical support workers
AUT	Deductive Reasoning	0.4998963	1	Health professionals
BEL	Deductive Reasoning	0.4998963	1	Health professionals
BGR	Deductive Reasoning	0.4998963	1	Health professionals
CHE	Deductive Reasoning	0.4947533	1	Science & engineering professionals
CYP	Deductive Reasoning	0.4998963	1	Health professionals
CZE	Deductive Reasoning	0.4998963	1	Health professionals
DEU	Deductive Reasoning	0.4998963	1	Health professionals
DNK	Deductive Reasoning	0.4998963	1	Health professionals
EST	Deductive Reasoning	0.4998963	1	Health professionals
GRC	Deductive Reasoning	0.4998963	1	Health professionals
ESP	Deductive Reasoning	0.4998963	1	Health professionals
FIN	Deductive Reasoning	0.4998963	1	Health professionals
FRA	Deductive Reasoning	0.4947533	1	Science & engineering professionals
HUN	Deductive Reasoning	0.4998963	1	Health professionals
IRL	Deductive Reasoning	0.4998963	1	Health professionals
ISL	Deductive Reasoning	0.4998963	1	Health professionals
ITA	Deductive Reasoning	0.4998963	1	Health professionals
LTU	Deductive Reasoning	0.4998963	1	Health professionals
LUX	Deductive Reasoning	0.4998963	1	Health professionals
LVA	Deductive Reasoning	0.4998963	1	Health professionals
NLD	Deductive Reasoning	0.4998963	1	Health professionals
NOR	Deductive Reasoning	0.4947533	1	Science & engineering professionals
POL	Deductive Reasoning	0.4947533	1	Science & engineering professionals
PRT	Deductive Reasoning	0.4998963	1	Health professionals
ROU	Deductive Reasoning	0.4947533	1	Science & engineering professionals
SWE	Deductive Reasoning	0.4998963	1	Health professionals
SVN	Deductive Reasoning	0.4998963	1	Health professionals
SVK	Deductive Reasoning	0.4998963	1	Health professionals
GBR	Deductive Reasoning	0.4998963	1	Health professionals
ZAF	Deductive Reasoning	0.4998963	1	Health professionals
AUT	Deductive Reasoning	0.4947533	2	Science & engineering professionals
AUT	Deductive Reasoning	0.4535096	3	Business & admin professionals
AUT	Deductive Reasoning	0.4464771	4	ICT professionals
AUT	Deductive Reasoning	0.4445737	5	Managers
BEL	Deductive Reasoning	0.4947533	2	Science & engineering professionals
BEL	Deductive Reasoning	0.4464771	3	ICT professionals
BEL	Deductive Reasoning	0.4241465	4	"Legal, social & cultural professionals"
BEL	Deductive Reasoning	0.4104819	5	Teaching professionals
BGR	Deductive Reasoning	0.4947533	2	Science & engineering professionals
BGR	Deductive Reasoning	0.4464771	3	ICT professionals
BGR	Deductive Reasoning	0.4445737	4	Managers
BGR	Deductive Reasoning	0.4241465	5	"Legal, social & cultural professionals"
CHE	Deductive Reasoning	0.4241465	2	"Legal, social & cultural professionals"
CHE	Deductive Reasoning	0.4104819	3	Teaching professionals
CHE	Deductive Reasoning	0.377317	4	Health associate professionals
CHE	Deductive Reasoning	0.3680888	5	Electrical & electronic trades workers
CYP	Deductive Reasoning	0.4947533	2	Science & engineering professionals
CYP	Deductive Reasoning	0.4535096	3	Business & admin professionals
CYP	Deductive Reasoning	0.4464771	4	ICT professionals
CYP	Deductive Reasoning	0.4241465	5	"Legal, social & cultural professionals"
CZE	Deductive Reasoning	0.4535096	2	Business & admin professionals
CZE	Deductive Reasoning	0.4464771	3	ICT professionals
CZE	Deductive Reasoning	0.4445737	4	Managers
CZE	Deductive Reasoning	0.4074284	5	Science & engineering associate professionals
DEU	Deductive Reasoning	0.4947533	2	Science & engineering professionals
DEU	Deductive Reasoning	0.4535096	3	Business & admin professionals
DEU	Deductive Reasoning	0.4464771	4	ICT professionals
DEU	Deductive Reasoning	0.4445737	5	Managers
DNK	Deductive Reasoning	0.4947533	2	Science & engineering professionals
DNK	Deductive Reasoning	0.4445737	3	Managers
DNK	Deductive Reasoning	0.4241465	4	"Legal, social & cultural professionals"
DNK	Deductive Reasoning	0.4104819	5	Teaching professionals
EST	Deductive Reasoning	0.4947533	2	Science & engineering professionals
EST	Deductive Reasoning	0.4535096	3	Business & admin professionals
EST	Deductive Reasoning	0.4445737	4	Managers
EST	Deductive Reasoning	0.4241465	5	"Legal, social & cultural professionals"
GRC	Deductive Reasoning	0.4947533	2	Science & engineering professionals
GRC	Deductive Reasoning	0.4535096	3	Business & admin professionals
GRC	Deductive Reasoning	0.4464771	4	ICT professionals
GRC	Deductive Reasoning	0.4241465	5	"Legal, social & cultural professionals"
ESP	Deductive Reasoning	0.4947533	2	Science & engineering professionals
ESP	Deductive Reasoning	0.4535096	3	Business & admin professionals
ESP	Deductive Reasoning	0.4464771	4	ICT professionals
ESP	Deductive Reasoning	0.4104819	5	Teaching professionals
FIN	Deductive Reasoning	0.4947533	2	Science & engineering professionals
FIN	Deductive Reasoning	0.4535096	3	Business & admin professionals
FIN	Deductive Reasoning	0.4464771	4	ICT professionals
FIN	Deductive Reasoning	0.4445737	5	Managers
FRA	Deductive Reasoning	0.4464771	2	ICT professionals
FRA	Deductive Reasoning	0.4445737	3	Managers
FRA	Deductive Reasoning	0.4104819	4	Teaching professionals
FRA	Deductive Reasoning	0.4074284	5	Science & engineering associate professionals
HUN	Deductive Reasoning	0.4241465	2	"Legal, social & cultural professionals"
HUN	Deductive Reasoning	0.4104819	3	Teaching professionals
HUN	Deductive Reasoning	0.377317	4	Health associate professionals
HUN	Deductive Reasoning	0.3680888	5	Electrical & electronic trades workers
IRL	Deductive Reasoning	0.4947533	2	Science & engineering professionals
IRL	Deductive Reasoning	0.4464771	3	ICT professionals
IRL	Deductive Reasoning	0.4445737	4	Managers
IRL	Deductive Reasoning	0.4241465	5	"Legal, social & cultural professionals"
ISL	Deductive Reasoning	0.4947533	2	Science & engineering professionals
ISL	Deductive Reasoning	0.4535096	3	Business & admin professionals
ISL	Deductive Reasoning	0.4464771	4	ICT professionals
